date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
9/16/2020,MN,1985,1933,6,52,7019,7019,244,40,1977,136,1166579,4063,0,0,0,0,0,85813,85813,462,0,0,0,0,0,0,79583,1743611,10319,1743611,10319,0,0,0,0,1252392,4525,0,0
9/16/2020,MO,1739,0,7,0,0,0,989,0,0,0,1057796,7440,0,68427,1402394,0,0,106587,106587,1191,0,0,0,3241,0,114421,0,0,0,1519434,9092,0,0,71668,0,1164383,8631,1519434,9092
9/16/2020,MP,2,2,0,0,4,4,0,0,0,0,14316,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,29,0,0,14377,0,0,0,0,0,14375,0,18915,0
9/16/2020,MS,2756,2562,22,194,5499,5499,632,0,0,168,541497,5709,0,0,0,0,98,91234,85384,711,0,0,0,0,0,0,78971,0,0,632731,6420,29016,40904,0,0,0,0,626881,6536
9/16/2020,MT,141,0,1,0,543,543,106,4,0,0,0,0,0,0,0,0,0,9431,0,187,0,0,0,0,0,0,7186,0,0,292401,3033,0,0,0,0,0,0,292401,3033
9/16/2020,NC,3149,3149,38,0,0,0,918,0,0,297,0,0,0,0,0,0,0,188024,188024,1137,0,0,0,0,0,0,0,0,0,2662357,15629,0,0,0,0,0,0,2662357,15629
9/16/2020,ND,175,0,0,0,674,674,62,17,176,20,205724,1143,8651,0,0,0,0,16298,16298,265,0,377,0,0,0,0,13628,534223,5021,534223,5021,9028,8,0,0,222057,1412,553163,5218
9/16/2020,NE,436,0,1,0,2167,2167,167,13,0,0,369991,1958,0,0,497868,0,0,38970,0,328,0,0,0,0,0,47177,29799,0,0,546069,3790,0,0,0,0,409565,2295,546069,3790
9/16/2020,NH,438,0,0,0,723,723,8,1,230,0,225951,1241,0,0,0,0,0,7780,0,32,0,0,0,0,0,0,7083,0,0,383551,3158,31215,0,30515,0,233731,1273,383551,3158
9/16/2020,NJ,16048,14263,9,1785,23032,23032,462,29,0,100,3037180,22273,0,0,0,0,38,201985,197792,445,0,0,0,0,0,0,0,0,0,3239165,22718,0,0,0,0,0,0,3234972,22661
9/16/2020,NM,832,0,2,0,3294,3294,59,10,0,0,0,0,0,0,0,0,0,27041,0,118,0,0,0,0,0,0,14842,0,0,837400,5405,0,0,0,0,0,0,837400,5405
9/16/2020,NV,1494,0,12,0,0,0,488,0,0,150,575285,2789,0,0,0,0,97,74248,74248,208,0,0,0,0,0,0,0,935072,8746,935072,8746,0,0,0,0,648814,3011,953155,4971
9/16/2020,NY,25410,0,5,0,0,0,483,0,0,138,0,0,0,0,0,0,67,446366,0,652,0,0,0,0,0,0,0,9530416,75087,9530416,75087,0,0,0,0,0,0,0,0
9/16/2020,OH,4555,4256,49,299,14560,14560,651,79,3134,222,0,0,0,0,0,0,133,140518,133046,1033,0,0,0,0,0,152474,118443,0,0,2736683,28563,0,0,0,0,0,0,2736683,28563
9/16/2020,OK,924,0,12,0,5610,5610,528,48,0,213,955312,10118,0,0,955312,0,0,72284,72284,970,0,3581,0,0,0,83065,61026,0,0,1027596,11088,74483,0,0,0,0,0,1040699,11188
9/16/2020,OR,519,0,8,0,2292,2292,155,13,0,34,588402,3082,0,0,913427,0,11,29662,0,178,0,0,0,0,0,53552,5353,0,0,966979,5951,0,0,0,0,616625,3254,966979,5951
9/16/2020,PA,7903,0,28,0,0,0,488,0,0,0,1708131,12847,0,0,0,0,60,146990,142666,776,0,0,0,0,0,0,120531,2674452,25110,2674452,25110,0,0,0,0,1850797,13563,0,0
9/16/2020,PR,570,403,19,167,0,0,434,0,0,68,305972,0,0,0,395291,0,40,18252,18252,46,0,20032,0,0,0,20103,0,0,0,324224,46,0,0,0,0,0,0,415664,0
9/16/2020,RI,1081,0,3,0,2662,2662,84,12,0,9,287986,1195,0,0,620944,0,5,23358,0,108,0,0,0,0,0,33159,0,654103,11536,654103,11536,0,0,0,0,311344,1303,0,0
9/16/2020,SC,3132,2968,34,164,8552,8552,784,50,0,223,946800,5533,60764,0,912118,0,136,134122,131428,652,0,6001,7921,0,0,166110,51431,0,0,1080922,6185,66765,24446,0,0,0,0,1078228,6044
9/16/2020,SD,192,0,8,0,1211,1211,139,16,0,0,152364,3262,0,0,0,0,0,17291,0,297,0,0,0,0,0,23298,14657,0,0,227968,2588,0,0,0,0,169655,3559,227968,2588
9/16/2020,TN,2151,2074,24,77,7922,7922,969,74,0,283,0,0,0,0,2328773,0,124,177087,171574,1856,0,0,0,0,0,208950,160202,0,0,2537723,27632,0,0,0,0,0,0,2537723,27632
9/16/2020,TX,14478,0,135,0,0,0,3249,0,0,1139,0,0,0,0,0,0,0,674772,674772,6026,0,33463,15103,0,0,784178,590837,0,0,5992779,41587,377019,144928,0,0,0,0,5992779,41587
9/16/2020,UT,437,0,1,0,3381,3381,139,20,837,54,666743,5412,0,0,857694,348,0,59747,0,747,0,0,1422,0,1338,65768,49728,0,0,923462,9039,0,12664,0,9027,725946,6241,923462,9039
9/16/2020,VA,2884,2711,45,173,10389,10389,1027,52,0,212,0,0,0,0,0,0,103,136359,129963,845,0,9208,2379,0,0,155402,0,1799851,14298,1799851,14298,137257,14367,0,0,0,0,0,0
9/16/2020,VI,19,0,0,0,0,0,0,0,0,0,17440,120,0,0,0,0,0,1232,0,7,0,0,0,0,0,0,1170,0,0,18672,127,0,0,0,0,18682,120,0,0
9/16/2020,VT,58,58,0,0,0,0,6,0,0,0,148948,347,0,0,0,0,0,1704,1701,2,0,0,0,0,0,0,1530,0,0,233912,961,0,0,0,0,150649,348,233912,961
9/16/2020,WA,2020,2020,5,0,7162,7162,357,35,0,0,0,0,0,0,0,0,29,82976,81937,511,0,0,0,0,0,0,0,1676702,10987,1676702,10987,0,0,0,0,0,0,0,0
9/16/2020,WI,1237,1228,8,9,6454,6454,370,48,1098,103,1295313,10788,0,0,0,0,0,98440,92712,1502,0,0,0,0,0,0,80627,2001116,18792,2001116,18792,0,0,0,0,1388025,12196,0,0
9/16/2020,WV,290,288,10,2,0,0,156,0,0,61,0,0,0,0,0,0,30,13196,12881,220,0,0,0,0,0,0,9670,0,0,487577,3689,16483,0,0,0,0,0,487577,3689
9/16/2020,WY,46,0,0,0,235,235,16,5,0,0,85403,96,0,0,141514,0,0,4566,3866,128,0,0,0,0,0,4116,3971,0,0,145630,2315,0,0,0,0,89269,200,145630,2315
9/15/2020,AK,44,44,0,0,278,278,44,3,0,0,0,0,0,0,400207,0,8,6393,0,43,0,0,0,0,0,6637,2402,0,0,407124,3711,0,0,0,0,0,0,407124,3711
9/15/2020,AL,2387,2253,32,134,15756,15756,716,0,1622,0,892810,4718,0,0,0,898,0,140160,126813,701,0,0,0,0,0,0,54223,0,0,1019623,5232,0,0,55856,0,1019623,5232,0,0
9/15/2020,AR,1010,1003,18,7,4802,4802,389,66,0,180,800759,43119,0,0,800759,606,68,71357,70125,730,0,0,2779,0,0,0,63415,0,0,870884,43795,0,18516,0,0,0,0,870884,43795
9/15/2020,AS,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,1571,0
9/15/2020,AZ,5344,5071,22,273,21800,21800,550,26,0,138,1103095,11156,0,0,0,0,76,209209,207220,484,0,0,0,0,0,0,0,0,0,1955538,18561,334680,0,278475,0,1310315,9651,1955538,18561
9/15/2020,CA,14451,0,66,0,0,0,3735,0,0,1044,0,0,0,0,0,0,0,760013,760013,2235,0,0,0,0,0,0,0,0,0,12928170,121981,0,0,0,0,0,0,12928170,121981
9/15/2020,CO,1996,1645,6,351,7262,7262,273,22,0,0,733634,4576,152511,0,0,0,0,62099,57805,400,0,11370,0,0,0,0,0,1143941,9275,1143941,9275,164320,0,0,0,791439,4928,0,0
9/15/2020,CT,4485,3590,0,895,11357,11357,71,0,0,0,0,0,0,0,1455459,0,0,55031,52767,136,0,0,0,0,0,67639,9142,0,0,1525304,23655,0,0,0,0,0,0,1525304,23655
9/15/2020,DC,616,0,0,0,0,0,89,0,0,23,0,0,0,0,0,0,11,14687,0,65,0,0,0,0,0,0,11630,336280,4132,336280,4132,0,0,0,0,197726,2035,0,0
9/15/2020,DE,618,546,1,72,0,0,61,0,0,20,245022,1455,0,0,0,0,0,19137,18138,200,0,0,0,0,0,22120,10165,388675,2659,388675,2659,0,0,0,0,264159,1655,0,0
9/15/2020,FL,12946,0,146,0,42127,42127,2574,281,0,0,4300001,24723,411877,403867,6027117,0,0,660946,648279,2743,0,34738,0,34017,0,861098,0,7214436,63096,7214436,63096,446669,0,437913,0,4955265,27490,6928032,43038
9/15/2020,GA,6398,0,45,0,26665,26665,2098,271,4870,0,0,0,0,0,0,0,0,296833,296833,1496,0,23353,0,0,0,270464,0,0,0,2629090,13843,290791,0,0,0,0,0,2629090,13843
9/15/2020,GU,28,0,2,0,0,0,47,0,0,13,42363,396,0,0,0,0,0,1966,1966,39,0,2,0,0,0,0,1312,0,0,44329,435,158,0,0,0,0,0,44327,435
9/15/2020,HI,99,99,0,0,638,638,225,2,0,53,251128,2297,0,0,0,0,31,10913,10779,79,0,0,0,0,0,10720,3693,346521,3545,346521,3545,0,0,0,0,261907,2376,352137,3576
9/15/2020,IA,1234,0,10,0,0,0,284,0,0,74,616335,2575,0,50230,0,0,29,73277,73277,401,0,0,0,3224,2112,0,54352,0,0,689612,2976,0,0,53494,16832,691147,2990,0,0
9/15/2020,ID,419,382,4,37,1612,1612,105,8,424,34,244638,1304,0,0,0,0,0,35532,32730,253,0,0,0,0,0,0,18826,0,0,277368,1528,0,0,0,0,277368,1528,0,0
9/15/2020,IL,8564,8332,18,232,0,0,1584,0,0,373,0,0,0,0,0,0,144,266305,264210,1466,0,0,0,0,0,0,0,0,0,4810827,39031,0,0,0,0,0,0,4810827,39031
9/15/2020,IN,3460,3235,21,225,11858,11858,809,62,2363,230,1147502,6749,0,0,0,0,68,107229,0,689,0,0,0,0,0,110299,0,0,0,1809547,26378,0,0,0,0,1254731,7438,1809547,26378
9/15/2020,KS,534,0,0,0,2572,2572,192,0,703,50,408482,0,0,0,0,221,15,49899,0,0,0,0,0,0,0,0,0,0,0,458381,0,0,0,0,0,458381,0,0,0
9/15/2020,KY,1074,1065,9,9,4924,4924,533,19,1459,125,0,0,0,0,0,0,0,58000,51862,718,0,0,0,0,0,0,10962,0,0,1000301,9691,49842,17883,0,0,0,0,1000301,9691
9/15/2020,LA,5278,5108,26,170,0,0,667,0,0,0,1932705,12288,0,0,0,0,99,159253,158318,371,0,0,0,0,0,0,140440,0,0,2091958,12659,0,0,0,0,0,0,2091023,12659
9/15/2020,MA,9225,9016,6,209,12462,12462,310,20,0,52,1856605,11510,0,0,0,0,23,125393,123425,313,0,0,0,0,0,162343,107501,0,0,3075812,37187,0,0,116752,110849,1980030,11796,3075812,37187
9/15/2020,MD,3849,3706,10,143,14918,14918,371,34,0,93,1355537,7320,0,114639,0,0,0,117245,117245,599,0,0,0,10638,0,140136,7254,0,0,2245666,19011,0,0,125277,0,1472782,7919,2245666,19011
9/15/2020,ME,137,136,1,1,432,432,10,1,0,5,0,0,9503,0,0,0,0,4918,4415,15,0,503,0,0,0,5366,4280,0,0,328458,2534,10020,0,0,0,0,0,328458,2534
9/15/2020,MI,6932,6612,11,320,0,0,590,0,0,152,0,0,0,0,3062652,0,68,124969,113183,682,0,0,0,0,0,159254,85513,0,0,3221906,25779,270031,0,0,0,0,0,3221906,25779
9/15/2020,MN,1979,1927,5,52,6979,6979,238,25,1971,131,1162516,4110,0,0,0,0,0,85351,85351,402,0,0,0,0,0,0,78953,1733292,8513,1733292,8513,0,0,0,0,1247867,4512,0,0
9/15/2020,MO,1732,0,18,0,0,0,1021,0,0,0,1050356,9228,0,68256,1394117,0,0,105396,105396,1317,0,0,0,3220,0,113579,0,0,0,1510342,15029,0,0,71476,0,1155752,10545,1510342,15029
9/15/2020,MP,2,2,0,0,4,4,0,0,0,0,14316,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,29,0,0,14377,0,0,0,0,0,14375,0,18915,0
9/15/2020,MS,2734,2543,28,191,5499,5499,667,0,0,177,535788,0,0,0,0,0,88,90523,84912,505,0,0,0,0,0,0,78971,0,0,626311,505,28852,38649,0,0,0,0,620345,0
9/15/2020,MT,140,0,2,0,539,539,109,8,0,0,0,0,0,0,0,0,0,9244,0,137,0,0,0,0,0,0,7150,0,0,289368,3498,0,0,0,0,0,0,289368,3498
9/15/2020,NC,3111,3111,51,0,0,0,916,0,0,297,0,0,0,0,0,0,0,186887,186887,1106,0,0,0,0,0,0,0,0,0,2646728,18342,0,0,0,0,0,0,2646728,18342
9/15/2020,ND,175,0,2,0,657,657,62,11,171,18,204581,182,8651,0,0,0,0,16033,16033,232,0,377,0,0,0,0,13328,529202,1667,529202,1667,9028,3,0,0,220645,415,547945,1818
9/15/2020,NE,435,0,1,0,2154,2154,176,15,0,0,368033,2403,0,0,494481,0,0,38642,0,307,0,0,0,0,0,46778,29597,0,0,542279,3979,0,0,0,0,407270,2724,542279,3979
9/15/2020,NH,438,0,2,0,722,722,9,1,230,0,224710,608,0,0,0,0,0,7748,0,34,0,0,0,0,0,0,7022,0,0,380393,3001,31165,0,30469,0,232458,642,380393,3001
9/15/2020,NJ,16039,14254,9,1785,23003,23003,406,38,0,90,3014907,21905,0,0,0,0,35,201540,197404,489,0,0,0,0,0,0,0,0,0,3216447,22394,0,0,0,0,0,0,3212311,22341
9/15/2020,NM,830,0,7,0,3284,3284,59,10,0,0,0,0,0,0,0,0,0,26923,0,81,0,0,0,0,0,0,14634,0,0,831995,5376,0,0,0,0,0,0,831995,5376
9/15/2020,NV,1482,0,26,0,0,0,483,0,0,154,572496,1439,0,0,0,0,98,74040,74040,226,0,0,0,0,0,0,0,926326,8578,926326,8578,0,0,0,0,645803,1468,948184,2538
9/15/2020,NY,25405,0,11,0,0,0,481,0,0,144,0,0,0,0,0,0,60,445714,0,766,0,0,0,0,0,0,0,9455329,73678,9455329,73678,0,0,0,0,0,0,0,0
9/15/2020,OH,4506,4207,87,299,14481,14481,666,103,3111,223,0,0,0,0,0,0,126,139485,132118,1001,0,0,0,0,0,151760,117130,0,0,2708120,31151,0,0,0,0,0,0,2708120,31151
9/15/2020,OK,912,0,7,0,5562,5562,561,96,0,224,945194,25018,0,0,945194,0,0,71314,71314,1091,0,3581,0,0,0,82404,59993,0,0,1016508,26109,74483,0,0,0,0,0,1029511,28599
9/15/2020,OR,511,0,2,0,2279,2279,135,44,0,32,585320,2037,0,0,907688,0,13,29484,0,147,0,0,0,0,0,53340,5310,0,0,961028,3734,0,0,0,0,613371,9037,961028,3734
9/15/2020,PA,7875,0,6,0,0,0,483,0,0,0,1695284,10675,0,0,0,0,61,146214,141950,1151,0,0,0,0,0,0,119895,2649342,25087,2649342,25087,0,0,0,0,1837234,11783,0,0
9/15/2020,PR,551,385,9,166,0,0,408,0,0,65,305972,0,0,0,395291,0,44,18206,18206,229,0,19966,0,0,0,20103,0,0,0,324178,229,0,0,0,0,0,0,415664,0
9/15/2020,RI,1078,0,3,0,2650,2650,81,6,0,9,286791,1724,0,0,609747,0,5,23250,0,120,0,0,0,0,0,32820,0,642567,6849,642567,6849,0,0,0,0,310041,1844,0,0
9/15/2020,SC,3098,2943,21,155,8502,8502,745,54,0,211,941267,-14526,60657,0,906722,0,127,133470,130917,790,0,5967,7763,0,0,165462,51431,0,0,1074737,-13736,66624,23477,0,0,0,0,1072184,-13865
9/15/2020,SD,184,0,0,0,1195,1195,133,24,0,0,149102,764,0,0,0,0,0,16994,0,193,0,0,0,0,0,23062,14424,0,0,225380,2232,0,0,0,0,166096,957,225380,2232
9/15/2020,TN,2127,2050,30,77,7848,7848,888,82,0,291,0,0,0,0,2303410,0,119,175231,169893,957,0,0,0,0,0,206681,158660,0,0,2510091,22384,0,0,0,0,0,0,2510091,22384
9/15/2020,TX,14343,0,132,0,0,0,3311,0,0,1151,0,0,0,0,0,0,0,668746,668746,5342,0,33086,14992,0,0,781588,585912,0,0,5951192,39383,373766,142179,0,0,0,0,5951192,39383
9/15/2020,UT,436,0,0,0,3361,3361,178,23,833,50,661331,4847,0,0,849577,346,0,59000,0,562,0,0,1403,0,1320,64846,49327,0,0,914423,7801,0,12385,0,8913,719705,5762,914423,7801
9/15/2020,VA,2839,2691,96,148,10337,10337,1015,44,0,228,0,0,0,0,0,0,104,135514,129259,943,0,9173,2318,0,0,154395,0,1785553,12395,1785553,12395,137017,12299,0,0,0,0,0,0
9/15/2020,VI,19,0,0,0,0,0,0,0,0,0,17320,190,0,0,0,0,0,1225,0,4,0,0,0,0,0,0,1159,0,0,18545,194,0,0,0,0,18562,208,0,0
9/15/2020,VT,58,58,0,0,0,0,7,0,0,0,148601,414,0,0,0,0,0,1702,1700,7,0,0,0,0,0,0,1524,0,0,232951,990,0,0,0,0,150301,420,232951,990
9/15/2020,WA,2015,2015,9,0,7127,7127,348,29,0,0,0,0,0,0,0,0,28,82465,81464,138,0,0,0,0,0,0,0,1665715,11748,1665715,11748,0,0,0,0,0,0,0,0
9/15/2020,WI,1229,1220,11,9,6406,6406,343,56,1090,95,1284525,10918,0,0,0,0,0,96938,91304,1441,0,0,0,0,0,0,79557,1982324,15529,1982324,15529,0,0,0,0,1375829,12266,0,0
9/15/2020,WV,280,278,5,2,0,0,155,0,0,59,0,0,0,0,0,0,26,12976,12672,156,0,0,0,0,0,0,9536,0,0,483888,2902,16394,0,0,0,0,0,483888,2902
9/15/2020,WY,46,0,0,0,230,230,16,0,0,0,85307,693,0,0,139273,0,0,4438,3762,46,0,0,0,0,0,4042,3925,0,0,143315,2499,0,0,0,0,89069,732,143315,2499
9/14/2020,AK,44,44,0,0,275,275,37,3,0,0,0,0,0,0,396600,0,8,6350,0,75,0,0,0,0,0,6533,2377,0,0,403413,2200,0,0,0,0,0,0,403413,2200
9/14/2020,AL,2355,2221,4,134,15756,15756,792,229,1611,0,888092,3660,0,0,0,892,0,139459,126299,704,0,0,0,0,0,0,54223,0,0,1014391,4164,0,0,55780,0,1014391,4164,0,0
9/14/2020,AR,992,986,11,6,4736,4736,378,17,0,175,757640,5791,0,0,757640,603,76,70627,69449,408,0,0,2779,0,0,0,62740,0,0,827089,6190,0,18516,0,0,0,0,827089,6190
9/14/2020,AS,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,1571,0
9/14/2020,AZ,5322,5049,0,273,21774,21774,489,1,0,168,1091939,4314,0,0,0,0,81,208725,206775,213,0,0,0,0,0,0,0,0,0,1936977,5262,334187,0,278029,0,1300664,4527,1936977,5262
9/14/2020,CA,14385,0,56,0,0,0,3665,0,0,1040,0,0,0,0,0,0,0,757778,757778,2855,0,0,0,0,0,0,0,0,0,12806189,116173,0,0,0,0,0,0,12806189,116173
9/14/2020,CO,1990,1639,2,351,7240,7240,239,13,0,0,729058,5852,152267,0,0,0,0,61699,57453,375,0,11348,0,0,0,0,0,1134666,10485,1134666,10485,163615,0,0,0,786511,6206,0,0
9/14/2020,CT,4485,3590,5,895,11357,11357,64,0,0,0,0,0,0,0,1432096,0,0,54895,52624,569,0,0,0,0,0,67356,9142,0,0,1501649,7361,0,0,0,0,0,0,1501649,7361
9/14/2020,DC,616,0,0,0,0,0,91,0,0,22,0,0,0,0,0,0,8,14622,0,30,0,0,0,0,0,0,11592,332148,1507,332148,1507,0,0,0,0,195691,531,0,0
9/14/2020,DE,617,545,2,72,0,0,64,0,0,18,243567,1120,0,0,0,0,0,18937,17945,88,0,0,0,0,0,22031,10091,386016,4996,386016,4996,0,0,0,0,262504,1208,0,0
9/14/2020,FL,12800,0,36,0,41846,41846,2637,77,0,0,4275278,15342,411877,403867,5988176,0,0,658203,645799,1718,0,34738,0,34017,0,857173,0,7151340,46031,7151340,46031,446669,0,437913,0,4927775,17073,6884994,29201
9/14/2020,GA,6353,0,20,0,26394,26394,2134,25,4830,0,0,0,0,0,0,0,0,295337,295337,1023,0,23344,0,0,0,269415,0,0,0,2615247,13045,290730,0,0,0,0,0,2615247,13045
9/14/2020,GU,26,0,0,0,0,0,50,0,0,15,41967,495,0,0,0,0,0,1927,1927,36,0,2,0,0,0,0,1274,0,0,43894,531,158,0,0,0,0,0,43892,881
9/14/2020,HI,99,99,2,0,636,636,225,1,0,53,248831,4020,0,0,0,0,31,10834,10700,112,0,0,0,0,0,10644,3565,342976,6406,342976,6406,0,0,0,0,259531,4132,348561,6359
9/14/2020,IA,1224,0,6,0,0,0,272,0,0,75,613760,2805,0,49983,0,0,29,72876,72876,386,0,0,0,3205,2024,0,53417,0,0,686636,3191,0,0,53228,16383,688157,3198,0,0
9/14/2020,ID,415,378,0,37,1604,1604,165,8,423,46,243334,1378,0,0,0,0,0,35279,32506,112,0,0,0,0,0,0,18619,0,0,275840,1473,0,0,0,0,275840,1473,0,0
9/14/2020,IL,8546,8314,5,232,0,0,1431,0,0,335,0,0,0,0,0,0,131,264839,262744,1373,0,0,0,0,0,0,0,0,0,4771796,35930,0,0,0,0,0,0,4771796,35930
9/14/2020,IN,3439,3215,1,224,11796,11796,844,47,2353,230,1140753,7573,0,0,0,0,74,106540,0,736,0,0,0,0,0,109242,0,0,0,1783169,4380,0,0,0,0,1247293,8309,1783169,4380
9/14/2020,KS,534,0,23,0,2572,2572,192,35,703,50,408482,7938,0,0,0,221,15,49899,0,1513,0,0,0,0,0,0,0,0,0,458381,9451,0,0,0,0,458381,9451,0,0
9/14/2020,KY,1065,1056,5,9,4905,4905,504,19,1454,119,0,0,0,0,0,0,0,57282,51317,337,0,0,0,0,0,0,10918,0,0,990610,66268,49374,17451,0,0,0,0,990610,66268
9/14/2020,LA,5252,5082,17,170,0,0,664,0,0,0,1920417,12077,0,0,0,0,105,158882,157947,492,0,0,0,0,0,0,140440,0,0,2079299,12569,0,0,0,0,0,0,2078364,12569
9/14/2020,MA,9219,9010,9,209,12442,12442,302,11,0,63,1845095,11966,0,0,0,0,17,125080,123139,254,0,0,0,0,0,161982,107501,0,0,3038625,32467,0,0,116598,109470,1968234,12201,3038625,32467
9/14/2020,MD,3839,3696,1,143,14884,14884,347,33,0,90,1348217,8482,0,114639,0,0,0,116646,116646,536,0,0,0,10638,0,139370,7229,0,0,2226655,19197,0,0,125277,0,1464863,9018,2226655,19197
9/14/2020,ME,136,135,0,1,431,431,9,0,0,5,0,0,9478,0,0,0,3,4903,4401,40,0,503,0,0,0,5350,4237,0,0,325924,3542,9995,0,0,0,0,0,325924,3542
9/14/2020,MI,6921,6601,10,320,0,0,590,0,0,152,0,0,0,0,3037800,0,82,124287,112612,1229,0,0,0,0,0,158327,85513,0,0,3196127,51636,269507,0,0,0,0,0,3196127,51636
9/14/2020,MN,1974,1922,3,52,6954,6954,233,23,1965,135,1158406,9412,0,0,0,0,0,84949,84949,638,0,0,0,0,0,0,78238,1724779,17265,1724779,17265,0,0,0,0,1243355,10050,0,0
9/14/2020,MO,1714,0,9,0,0,0,1010,0,0,0,1041128,15175,0,68231,1380372,0,0,104079,104079,1332,0,0,0,3221,0,112317,0,0,0,1495313,19730,0,0,71452,0,1145207,16507,1495313,19730
9/14/2020,MP,2,2,0,0,4,4,0,0,0,0,14316,0,0,0,0,0,0,61,61,1,0,0,0,0,0,0,29,0,0,14377,1,0,0,0,0,14375,0,18915,0
9/14/2020,MS,2706,2523,9,183,5499,5499,667,89,0,178,535788,2869,0,0,0,0,88,90018,84557,144,0,0,0,0,0,0,78971,0,0,625806,3013,28852,38649,0,0,0,0,620345,3184
9/14/2020,MT,138,0,3,0,531,531,144,6,0,0,0,0,0,0,0,0,0,9107,0,86,0,0,0,0,0,0,6842,0,0,285870,5746,0,0,0,0,0,0,285870,5746
9/14/2020,NC,3060,3060,8,0,0,0,895,0,0,293,0,0,0,0,0,0,0,185781,185781,845,0,0,0,0,0,0,0,0,0,2628386,26203,0,0,0,0,0,0,2628386,26203
9/14/2020,ND,173,0,2,0,646,646,65,3,171,19,204399,1370,8651,0,0,0,0,15801,15801,252,0,377,0,0,0,0,12903,527535,3965,527535,3965,9028,3,0,0,220230,1624,546127,4277
9/14/2020,NE,434,0,0,0,2139,2139,169,2,0,0,365630,3054,0,0,490851,0,0,38335,0,227,0,0,0,0,0,46431,29405,0,0,538300,4640,0,0,0,0,404546,3293,538300,4640
9/14/2020,NH,436,0,0,0,721,721,7,0,229,0,224102,1256,0,0,0,0,0,7714,0,18,0,0,0,0,0,0,6987,0,0,377392,4444,31129,0,30439,0,231816,1274,377392,4444
9/14/2020,NJ,16030,14245,4,1785,22965,22965,420,2,0,91,2993002,21106,0,0,0,0,41,201051,196968,368,0,0,0,0,0,0,0,0,0,3194053,21474,0,0,0,0,0,0,3189970,21440
9/14/2020,NM,823,0,0,0,3274,3274,60,7,0,0,0,0,0,0,0,0,0,26842,0,81,0,0,0,0,0,0,14470,0,0,826619,3474,0,0,0,0,0,0,826619,3474
9/14/2020,NV,1456,0,4,0,0,0,473,0,0,158,571057,2519,0,0,0,0,99,73814,73814,277,0,0,0,0,0,0,0,917748,1719,917748,1719,0,0,0,0,644335,2803,945646,5781
9/14/2020,NY,25394,0,4,0,0,0,464,0,0,143,0,0,0,0,0,0,59,444948,0,583,0,0,0,0,0,0,0,9381651,63358,9381651,63358,0,0,0,0,0,0,0,0
9/14/2020,OH,4419,4126,4,293,14378,14378,671,64,3097,224,0,0,0,0,0,0,121,138484,131235,1079,0,0,0,0,0,150787,115708,0,0,2676969,33909,0,0,0,0,0,0,2676969,33909
9/14/2020,OK,905,0,0,0,5466,5466,499,15,0,186,920176,0,0,0,920176,0,0,70223,70223,869,0,3581,0,0,0,79689,59007,0,0,990399,869,74483,0,0,0,0,0,1000912,0
9/14/2020,OR,509,0,4,0,2235,2235,161,0,0,43,583283,2335,0,0,904083,0,19,29337,0,181,0,0,0,0,0,53211,5310,0,0,957294,8396,0,0,0,0,604334,0,957294,8396
9/14/2020,PA,7869,0,32,0,0,0,472,0,0,0,1684609,20609,0,0,0,0,59,145063,140842,1182,0,0,0,0,0,0,118951,2624255,21298,2624255,21298,0,0,0,0,1825451,21752,0,0
9/14/2020,PR,542,376,3,166,0,0,414,0,0,63,305972,0,0,0,395291,0,37,17977,17977,208,0,19773,0,0,0,20103,0,0,0,323949,208,0,0,0,0,0,0,415664,0
9/14/2020,RI,1075,0,0,0,2644,2644,80,0,0,7,285067,682,0,0,603012,0,4,23130,0,32,0,0,0,0,0,32706,0,635718,2208,635718,2208,0,0,0,0,308197,714,0,0
9/14/2020,SC,3077,2922,13,155,8448,8448,733,22,0,203,955793,15794,60621,0,913799,0,123,132680,130256,816,0,5960,0,0,0,172250,51431,0,0,1088473,16610,66581,0,0,0,0,0,1086049,16566
9/14/2020,SD,184,0,0,0,1171,1171,110,6,0,0,148338,1020,0,0,0,0,0,16801,0,163,0,0,0,0,0,22864,14118,0,0,223148,2168,0,0,0,0,165139,1183,223148,2168
